2400305,2400305,狭間,35.640637,139.293808,,,24003,13,193-0834,八王子市東浅川町７７３,,,0,2400305
2400306,1131112,高尾,35.641645,139.281551,,,24003,13,193-0844,八王子市高尾町,,,0,2400306
2400307,2400307,高尾山口,35.632377,139.269856,,,24003,13,193-0844,八王子市高尾町２２４１,,,0,2400307
2400401,2400123,東府中,35.668766,139.495257,,,24004,13,183-0015,府中市清水が丘１-８-３,,,0,2400401
2400402,2400402,府中競馬正門前,35.668288,139.485019,,,24004,13,183-0016,府中市八幡町１-１８,,,0,2400402
2400501,2400129,高幡不動,35.662361,139.412953,,,24005,13,191-0031,日野市高幡１３９,,,0,2400501
2400502,2400502,多摩動物公園,35.649215,139.404627,,,24005,13,191-0042,日野市程久保３-３６-３９,,,0,2400502
2400601,1130205,渋谷,35.6587,139.700872,,,24006,13,150-0043,東京都渋谷区道玄坂一丁目4-1,,,0,2400601
2400701,1130208,新線新宿,35.68869,139.698812,,,24007,13,160-0023,東京都新宿区西新宿一丁目18,,,0,2400601
2400602,2400602,神泉,35.657244,139.693579,,,24006,13,150-0045,渋谷区神泉町４-６,,,0,2400602
2400603,2400603,駒場東大前,35.65868,139.684308,,,24006,13,153-0041,目黒区駒場３-９-１,,,0,2400603
2400604,2400604,池ノ上,35.660402,139.67344,,,24006,13,155-0032,世田谷区代沢２-４３-８,,,0,2400604
2400704,2400104,笹塚,35.673758,139.667251,,,24007,13,151-0073,渋谷区笹塚１-５６-７,,,0,2400604
2400605,2400605,下北沢,35.661539,139.66691,,,24006,13,155-0031,世田谷区北沢２丁目,,,0,2400605
2400606,2400606,新代田,35.662593,139.660524,,,24006,13,155-0033,世田谷区代田５-３０-１８,,,0,2400606
2400607,2400607,東松原,35.662634,139.655535,,,24006,13,156-0043,世田谷区松原５-２-６,,,0,2400607
2400608,2400106,明大前,35.668758,139.650352,,,24006,13,156-0043,世田谷区松原２-４５-１,,,0,2400608
2400609,2400609,永福町,35.67629,139.642733,,,24006,13,168-0064,杉並区永福２-６０-３１,,,0,2400609
2400610,2400610,西永福,35.678918,139.634936,,,24006,13,168-0064,杉並区永福３-３６-１,,,0,2400610
2400611,2400611,浜田山,35.681603,139.627528,,,24006,13,168-0065,杉並区浜田山３-３１-２,,,0,2400611
2400612,2400612,高井戸,35.683253,139.615115,,,24006,13,168-0071,杉並区高井戸西２-１-２６,,,0,2400612
2400613,2400613,富士見ヶ丘,35.684805,139.607072,,,24006,13,168-0082,東京都杉並区久我山五丁目1番25号,,,0,2400613
2400614,2400614,久我山,35.688138,139.599211,,,24006,13,168-0082,杉並区久我山４-１-１１,,,0,2400614
2400615,2400615,三鷹台,35.692046,139.589298,,,24006,13,181-0001,三鷹市井の頭１-３２-１,,,0,2400615
2400616,2400616,井の頭公園,35.697304,139.583112,,,24006,13,181-0001,三鷹市井の頭３-３５-１２,,,0,2400616
2400617,1131104,吉祥寺,35.702291,139.580306,,,24006,13,180-0003,東京都武蔵野市吉祥寺南町,,,0,2400617
2400702,2400102,初台,35.68123,139.686354,,,24007,13,151-0061,渋谷区初台１-５３-７,,,0,2400702
2400703,2400103,幡ヶ谷,35.677061,139.676183,,,24007,13,151-0072,東京都渋谷区幡ヶ谷一丁目,,,0,2400703
